,Title,Type,Genres,Release_year,IMDB_Popularity,IMDB_Score
4562,Senzo: Murder of a Soccer Star,SHOW,"['crime', 'documentation']",2022,2.632,
4563,Tim Minchin and the Heritage Orchestra: Live at the Royal Albert Hall,MOVIE,"['comedy', 'music']",2011,2.631,
4564,Kandasamys: The Wedding,MOVIE,['comedy'],2019,2.631,6
4565,"Ron White: If You Quit Listening, I'll Shut Up",MOVIE,['comedy'],2018,2.626,6.5
4566,Pecados capitales,SHOW,"['comedy', 'drama', 'romance']",2002,2.625,8.5
4567,Can’t Complain,MOVIE,"['thriller', 'crime', 'romance', 'comedy', 'drama']",2007,2.624,7.5
4568,Verses of Love 2,MOVIE,"['drama', 'romance']",2017,2.623,5.9
4569,One Lagos Night,MOVIE,"['comedy', 'crime']",2021,2.622,6.9
4570,7 Days Out,SHOW,['documentation'],2018,2.621,6.8
4571,Alone/Together,MOVIE,"['drama', 'romance']",2019,2.618,6.8
4572,Roohi,MOVIE,"['comedy', 'horror']",2021,2.615,4.4
4573,Secrets in the Hot Spring,MOVIE,"['horror', 'comedy']",2018,2.614,6
4574,The Witness Who Didn't See Anything,MOVIE,['comedy'],1976,2.612,
4575,Dreamy Eyes,MOVIE,['romance'],2019,2.611,
4576,Sakho & Mangane,SHOW,"['action', 'comedy']",2019,2.609,6.5
4577,Lucas Brothers: On Drugs,MOVIE,['comedy'],2017,2.609,5.5
4578,Two Catalonias,MOVIE,"['documentation', 'history', 'european']",2018,2.607,6.4
4579,Arsenio Hall: Smart and Classy,MOVIE,['comedy'],2019,2.606,
4580,Cry Babies Magic Tears,SHOW,"['animation', 'family']",2018,2.605,4.8
4581,Shot in the Dark,SHOW,"['reality', 'documentation', 'thriller']",2017,2.605,8
4582,Andre and His Olive Tree,MOVIE,['documentation'],2020,2.604,6.6
4583,Katti Batti,MOVIE,"['romance', 'comedy', 'drama']",2015,2.601,4.7
4584,Lavell Crawford: Can a Brother Get Some Love?,MOVIE,"['comedy', 'documentation']",2011,2.601,6.9
4585,Ghost Patrol,MOVIE,['animation'],2016,2.6,5.1
4586,All the Reasons to Forget,MOVIE,"['comedy', 'drama']",2017,2.598,6.2
4587,Bad Boy Billionaires: India,SHOW,"['crime', 'documentation']",2020,2.596,7.9
4588,Unspeakable Acts,MOVIE,['drama'],1990,2.596,6
4589,Awe!,MOVIE,"['drama', 'romance', 'thriller', 'fantasy', 'horror', 'scifi']",2018,2.596,7.8
4590,Navarasa,SHOW,['drama'],2021,2.595,5.9
4591,Eric Andre: Legalize Everything,MOVIE,['comedy'],2020,2.594,6.1
4592,Pa Paandi,MOVIE,"['comedy', 'action', 'romance', 'family', 'drama']",2017,2.594,7.4
4593,Justine,MOVIE,['drama'],2019,2.592,6.7
4594,Pedal the World,MOVIE,"['documentation', 'european']",2014,2.59,5
4595,The Ripper,SHOW,"['crime', 'documentation']",2020,2.588,7.1
4596,Theeya Velai Seiyyanum Kumaru,MOVIE,"['comedy', 'drama', 'romance']",2013,2.587,5.1
4597,The House Arrest of Us,SHOW,"['comedy', 'romance']",2020,2.586,5.6
4598,Oh! Baby,MOVIE,['fantasy'],2019,2.584,
4599,The Most Dangerous Man in Europe,MOVIE,"['documentation', 'history', 'war']",2020,2.584,6.8
4600,Katt Williams: The Pimp Chronicles Pt. 1,MOVIE,"['comedy', 'documentation']",2006,2.581,7.6
4601,Killer Ratings,SHOW,"['documentation', 'crime']",2019,2.579,7.6
4602,#Rucker50,MOVIE,['documentation'],2016,2.578,5.2
4603,Sunny Bunnies,SHOW,"['animation', 'family']",2015,2.575,6.6
4604,Selfie,MOVIE,"['comedy', 'documentation', 'drama', 'european']",2014,2.574,6
4605,Kucch To Hai,MOVIE,"['horror', 'thriller', 'drama', 'romance']",2003,2.573,4.3
4606,Montford: The Chickasaw Rancher,MOVIE,"['drama', 'western', 'history']",2021,2.57,6.7
4607,Just in Time,MOVIE,"['drama', 'comedy', 'family']",2021,2.57,7
4608,Life After Death with Tyler Henry,SHOW,['reality'],2022,2.569,5.5
4609,The Knight and the Princess,MOVIE,"['comedy', 'family', 'fantasy', 'history', 'animation']",2019,2.567,5.9
4610,Olmo and the Seagull,MOVIE,"['drama', 'european', 'romance', 'family', 'documentation']",2015,2.566,7.2
4611,Oh Darling! Yeh Hai India!,MOVIE,['comedy'],1995,2.566,4
4612,Metal Shop Masters,SHOW,['reality'],2021,2.564,5.6
4613,Strange Voices,MOVIE,['drama'],1987,2.564,6.3
4614,The Truth Seekers,SHOW,"['drama', 'action']",2016,2.561,7.1
4615,Alibaba Aur 40 Chor,MOVIE,"['drama', 'action', 'romance', 'family', 'fantasy']",1979,2.554,6.2
4616,Sisterakas,MOVIE,"['drama', 'comedy']",2012,2.552,5.2
4617,Chance Pe Dance,MOVIE,"['drama', 'music', 'romance', 'comedy']",2010,2.548,4.8
4618,Harith Iskander: I Told You So,MOVIE,['comedy'],2018,2.547,4.6
4619,An Egyptian Story,MOVIE,"['fantasy', 'drama']",1982,2.547,7.3
4620,The Iliza Shlesinger Sketch Show,SHOW,['comedy'],2020,2.545,5
4621,Sam Kinison: Family Entertainment Hour,MOVIE,['comedy'],1991,2.545,
4622,Kilometers and Kilometers,MOVIE,"['drama', 'comedy']",2020,2.537,6.4
4623,Battlefish,SHOW,['reality'],2018,2.537,7
4624,Alaska Is a Drag,MOVIE,['drama'],2017,2.535,6.5
4625,Binti,MOVIE,['drama'],2021,2.535,5.7
4626,Monkart,SHOW,[],2017,2.532,
4627,The Wishing Tree,MOVIE,"['fantasy', 'drama']",2017,2.53,5.7
4628,Kids on the Block,MOVIE,"['comedy', 'family']",2019,2.528,5.7
4629,Geez & Ann,MOVIE,"['romance', 'drama']",2021,2.527,5
4630,Born in Syria,MOVIE,"['documentation', 'european']",2016,2.526,7.7
4631,We the People,SHOW,"['family', 'music', 'animation', 'comedy']",2021,2.522,3.4
4632,Back with the Ex,SHOW,"['reality', 'comedy']",2019,2.522,6.2
4633,Nate: A One Man Show,MOVIE,['comedy'],2020,2.52,6.6
4634,Maktub,MOVIE,"['drama', 'comedy']",2017,2.519,7.3
4635,The Judgement,SHOW,"['drama', 'crime']",2018,2.518,7.1
4636,Barcelona: A Love Untold,MOVIE,"['drama', 'romance']",2016,2.518,6.9
4637,Husbands in Goa,MOVIE,['comedy'],2012,2.517,3.8
4638,Cargo,MOVIE,"['drama', 'fantasy', 'scifi']",2019,2.516,5.6
4639,Dhanak,MOVIE,"['drama', 'comedy']",2015,2.514,7.9
4640,Cemara's Family,MOVIE,"['drama', 'family']",2019,2.513,7.8
4641,All About Asado,MOVIE,['documentation'],2016,2.513,6.5
4642,Fukrey,MOVIE,"['romance', 'comedy', 'drama']",2013,2.509,6.9
4643,Firebrand,MOVIE,['drama'],2019,2.506,5.1
4644,Luna Petunia,SHOW,"['animation', 'family', 'fantasy']",2016,2.504,6.2
4645,The App That Stole Christmas,MOVIE,"['drama', 'comedy']",2020,2.503,3.7
4646,40 Love,MOVIE,['comedy'],2021,2.497,
4647,Ralphie May: Imperfectly Yours,MOVIE,"['comedy', 'documentation']",2013,2.497,5.4
4648,The Circle Brazil,SHOW,['reality'],2020,2.497,6.8
4649,Win the Wilderness: Alaska,SHOW,"['documentation', 'reality']",2020,2.496,6.9
4650,Einsatzgruppen: The Nazi Death Squads,SHOW,"['documentation', 'history', 'war', 'european']",2009,2.496,7.6
4651,Si Doel the Movie,MOVIE,"['drama', 'comedy', 'romance']",2018,2.492,6.9
4652,Queer Eye Germany,SHOW,['reality'],2022,2.49,7.5
4653,Fifty,MOVIE,"['romance', 'drama', 'sport', 'thriller']",2015,2.487,6.1
4654,The Boys in the Band: Something Personal,MOVIE,['documentation'],2020,2.481,7.2
4655,Sila Samayangalil,MOVIE,['drama'],2016,2.48,5.5
4656,Hope Ranch,MOVIE,['family'],2020,2.479,4.3
4657,Ladies First,MOVIE,"['documentation', 'comedy', 'romance']",2017,2.474,3.9
4658,Jeff Dunham: All Over the Map,MOVIE,['comedy'],2014,2.472,7.1
4659,London Hughes: To Catch A D*ck,MOVIE,['comedy'],2020,2.472,4.7
4660,Soldier,MOVIE,"['thriller', 'action', 'drama', 'romance']",1998,2.471,6.2
4661,African Knock Out Show,SHOW,[],2022,2.468,
4662,Isoken,MOVIE,"['romance', 'drama', 'comedy']",2017,2.468,6.6
4663,Trailer Park Boys: Live at the North Pole,MOVIE,['comedy'],2014,2.467,6.7
4664,Blazing Transfer Students,SHOW,"['action', 'comedy']",2017,2.467,7
4665,FTA,MOVIE,"['comedy', 'documentation', 'music']",1972,2.466,6.2
4666,Shadow and Bone - The Afterparty,MOVIE,[],2021,2.464,
4667,Take My Brother Away,SHOW,"['comedy', 'drama', 'family']",2018,2.459,6.7
4668,Super Monsters: The New Class,MOVIE,['animation'],2020,2.458,
4669,Trigger Warning with Killer Mike,SHOW,"['documentation', 'comedy']",2019,2.457,6.9
4670,A Go! Go! Cory Carson Halloween,MOVIE,"['family', 'animation', 'horror']",2020,2.457,6.3
4671,Thomas & Friends: Thomas and the Jet Engine,MOVIE,['animation'],2004,2.456,
4672,Salt of This Sea,MOVIE,"['romance', 'drama', 'european']",2008,2.454,6.8
4673,The Last Word,SHOW,"['comedy', 'drama']",2020,2.453,7
4674,Vientos de agua,SHOW,['drama'],2006,2.452,8.7
4675,Rodney Carrington: Here Comes the Truth,MOVIE,"['comedy', 'documentation']",2017,2.452,4.5
4676,The Curious Creations of Christine McConnell,SHOW,"['reality', 'comedy', 'horror']",2018,2.45,7.7
4677,"Kalel, 15",MOVIE,['drama'],2019,2.449,7.3
4678,The Circle: The Afterparty,MOVIE,[],2021,2.449,
4679,Gold Statue,MOVIE,"['comedy', 'drama']",2019,2.447,6.2
4680,Quam's Money,MOVIE,['action'],2020,2.447,
4681,Finding Agnes,MOVIE,['drama'],2020,2.447,4.9
4682,Rodney King,MOVIE,"['crime', 'comedy', 'drama', 'history', 'documentation']",2017,2.444,5.8
4683,Private Network: Who Killed Manuel Buendía?,MOVIE,"['documentation', 'history', 'crime']",2021,2.444,6.8
4684,Fuga,MOVIE,"['thriller', 'drama', 'music']",2006,2.443,6.3
4685,Mumbai Meri Jaan,MOVIE,['drama'],2008,2.442,7.7
4686,Dogs,SHOW,['documentation'],2018,2.44,8
4687,Sky Tour: The Movie,MOVIE,"['documentation', 'music']",2020,2.437,8.8
4688,Swap Shop,SHOW,['reality'],2021,2.434,6.7
4689,Laabam,MOVIE,"['drama', 'action']",2021,2.434,3.4
4690,Alma Matters: Inside the IIT Dream,SHOW,"['drama', 'documentation']",2021,2.433,8.3
4691,Thambi,MOVIE,['thriller'],2019,2.432,
4692,Apaharan,MOVIE,"['action', 'drama', 'crime']",2005,2.43,7.4
4693,Kambili: The Whole 30 Yards,MOVIE,"['romance', 'comedy']",2020,2.43,6.6
4694,Ave Maryam,MOVIE,"['romance', 'drama']",2019,2.421,7
4695,Refugiado,MOVIE,"['drama', 'thriller', 'european']",2014,2.419,6.4
4696,Tere Naal Love Ho Gaya,MOVIE,"['romance', 'drama', 'comedy']",2012,2.419,5.8
4697,The Queen,MOVIE,['documentation'],1968,2.419,7.2
4698,Perfume Imaginary Museum “Time Warp”,MOVIE,['music'],2020,2.414,6.5
4699,Krishna Cottage,MOVIE,"['thriller', 'drama', 'horror']",2004,2.405,5.1
4700,Birth Reborn,MOVIE,"['documentation', 'family', 'history']",2013,2.403,7.8
4701,Posesif,MOVIE,"['drama', 'comedy', 'romance']",2017,2.403,7.4
4702,Aditi Mittal: Things They Wouldn't Let Me Say,MOVIE,['comedy'],2017,2.401,4.3
4703,Late Life: The Chien-Ming Wang Story,MOVIE,"['documentation', 'sport']",2018,2.399,7.2
4704,Thomas & Friends: All Engines Go - Race for the Sodor Cup,MOVIE,"['animation', 'family']",2021,2.398,3.6
4705,Carolin Kebekus: The Last Christmas Special,MOVIE,['comedy'],2021,2.394,4.7
4706,Katt Williams: Kattpacalypse,MOVIE,['comedy'],2012,2.392,5.5
4707,Being Napoleon,MOVIE,['documentation'],2018,2.389,5.5
4708,Morphle,SHOW,"['animation', 'family']",2019,2.388,5.1
4709,Love Never Lies,SHOW,['reality'],2021,2.386,5.6
4710,Ms. Pat: Y'all Wanna Hear Something Crazy?,MOVIE,['comedy'],2022,2.386,6.1
4711,Daughters of Destiny,SHOW,['documentation'],2017,2.385,8.6
4712,PNL - Dans la légende tour,MOVIE,"['documentation', 'music']",2020,2.385,
4713,Anaamika,MOVIE,['thriller'],2014,2.385,5.5
4714,Camarón: The Film,MOVIE,['documentation'],2018,2.384,7.5
4715,Historical Roasts,SHOW,['comedy'],2019,2.383,5.3
4716,Cousins,MOVIE,['drama'],2021,2.382,6.9
4717,I'm Leaving Now,MOVIE,"['documentation', 'european']",2019,2.38,6.5
4718,Janoskians: Untold and Untrue,MOVIE,['comedy'],2015,2.38,3.7
4719,Dil,MOVIE,"['romance', 'comedy', 'drama']",1990,2.38,6.6
4720,Falling in Love Like a Romantic Drama,SHOW,['reality'],2018,2.379,
4721,Hazel Brugger: Tropical,MOVIE,['comedy'],2020,2.379,6.4
4722,Crime Stories: India Detectives,SHOW,"['documentation', 'crime']",2021,2.376,7.2
4723,"Sincerely Yours, Dhaka",MOVIE,['drama'],2019,2.374,6.9
4724,Kasanova,MOVIE,"['romance', 'drama']",2019,2.371,6.7
4725,Tiffany Haddish Presents: They Ready,SHOW,"['comedy', 'reality']",2019,2.37,6.5
4726,Octonauts and the Great Barrier Reef,MOVIE,"['animation', 'comedy', 'family', 'action']",2020,2.367,6.6
4727,The Land of Cards,MOVIE,['fantasy'],2013,2.367,5.6
4728,Zbrodnia,SHOW,"['crime', 'action']",2014,2.366,6.2
4729,Yummy Mummies,SHOW,"['reality', 'comedy']",2017,2.365,4
4730,Naan Sigappu Manithan,MOVIE,"['drama', 'thriller', 'action']",2014,2.361,6.5
4731,Cold Harbour,MOVIE,"['thriller', 'action', 'crime']",2014,2.358,5.2
4732,Cristina,MOVIE,"['drama', 'documentation']",2016,2.358,
4733,Fartsa,SHOW,"['crime', 'drama']",2015,2.355,6.7
4734,Shine Your Eyes,MOVIE,"['drama', 'thriller']",2020,2.353,6.4
4735,Parchís: the Documentary,MOVIE,"['documentation', 'music']",2019,2.353,6.8
4736,Bridezilla,MOVIE,"['romance', 'drama', 'comedy']",2019,2.351,6.1
4737,Gumrah,MOVIE,"['action', 'crime', 'drama', 'thriller']",1993,2.345,6.1
4738,Secreto bien guardado,SHOW,"['drama', 'romance']",2019,2.343,4.9
4739,Robot Trains,SHOW,"['fantasy', 'scifi', 'animation', 'action', 'comedy']",2017,2.337,6
4740,The Family That Sings Together: The Camargos,SHOW,"['documentation', 'music', 'reality']",2021,2.335,5.4
4741,Echcharikkai,MOVIE,"['thriller', 'crime', 'drama']",2018,2.334,6.3
4742,Pagpag: Nine Lives,MOVIE,['horror'],2013,2.334,5.5
4743,Black Dog,SHOW,['drama'],2019,2.334,7.7
4744,Mughizh,MOVIE,['drama'],2021,2.334,
4745,Vai Anitta,SHOW,"['documentation', 'reality']",2018,2.334,5.6
4746,Kolaiyuthir Kaalam,MOVIE,"['thriller', 'drama']",2019,2.332,2.6
4747,Lens,MOVIE,"['thriller', 'drama']",2016,2.331,6.6
4748,Sinbad: Son of a Preacher Man,MOVIE,"['comedy', 'documentation']",1996,2.328,6.7
4749,Sab el-Burumbah,MOVIE,['comedy'],2019,2.327,5.5
4750,Everyday I Love You,MOVIE,"['romance', 'drama']",2015,2.321,7.1
4751,Sofía Niño de Rivera: Exposed,MOVIE,['comedy'],2016,2.319,7.3
4752,Lock Your Girls In,MOVIE,['comedy'],1980,2.313,
4753,Fearless,SHOW,"['documentation', 'reality']",2016,2.313,7.1
4754,Santo cachón,MOVIE,['comedy'],2018,2.312,4.8
4755,In Our Mothers' Gardens,MOVIE,['documentation'],2021,2.31,8.6
4756,Holy Expectations,MOVIE,['comedy'],2019,2.307,5.2
4757,Dany Boon: Des Hauts-De-France,MOVIE,"['comedy', 'european']",2018,2.306,6.2
4758,To Be of Service,MOVIE,['documentation'],2019,2.303,7.3
4759,Vettai,MOVIE,"['thriller', 'action']",2012,2.302,6
4760,Kapil Sharma: I'm Not Done Yet,MOVIE,['comedy'],2022,2.298,6.9
4761,Black Crows,SHOW,"['war', 'drama', 'thriller']",2017,2.297,5.4
4762,Ari Shaffir: Double Negative,SHOW,['comedy'],2017,2.288,
4763,Gurgaon,MOVIE,"['thriller', 'crime']",2017,2.288,6.5
4764,Music Teacher,MOVIE,"['drama', 'romance']",2018,2.281,6.2
4765,Joan Rivers: Don't Start with Me,MOVIE,['comedy'],2012,2.277,6.6
4766,The Hand of God: Through the Eyes of Sorrentino,MOVIE,['documentation'],2021,2.277,7
4767,Liar's Dice,MOVIE,"['drama', 'crime', 'thriller', 'family']",2013,2.275,6.8
4768,Coming Out Colton,SHOW,['reality'],2021,2.275,6.7
4769,Coach Snoop,SHOW,['documentation'],2016,2.274,6.8
4770,Enissa Amani: Ehrenwort,MOVIE,"['comedy', 'european']",2018,2.274,5.5
4771,Overnight Republic,MOVIE,['comedy'],2017,2.273,5.8
4772,Horrid Henry,SHOW,"['comedy', 'family', 'fantasy', 'music', 'animation', 'european']",2006,2.273,6.3
4773,"Have You Ever Fallen in Love, Miss Jiang?",SHOW,['drama'],2016,2.273,
4774,Tottaa Pataaka Item Maal,MOVIE,['drama'],2018,2.269,7.6
4775,"Chatô, The King of Brazil",MOVIE,"['comedy', 'drama']",2015,2.269,5.4
4776,Tersanjung: The Movie,MOVIE,"['drama', 'romance']",2021,2.268,5.8
4777,Axone,MOVIE,"['drama', 'comedy']",2019,2.268,6.9
4778,Whipped,MOVIE,['romance'],2020,2.267,
4779,Aiyyaa,MOVIE,"['comedy', 'romance']",2012,2.265,4.3
4780,Guillermo Vilas: Settling the Score,MOVIE,"['documentation', 'sport']",2020,2.258,7.1
4781,Narcoworld: Dope Stories,SHOW,"['crime', 'documentation']",2019,2.257,6.6
4782,Potato Potahto,MOVIE,['comedy'],2017,2.255,4.1
4783,Love You to the Stars and Back,MOVIE,"['drama', 'comedy', 'romance']",2017,2.255,7.6
4784,A Love Story,MOVIE,"['romance', 'drama']",2007,2.253,6.4
4785,The Who Was? Show,SHOW,"['comedy', 'family']",2018,2.252,6.8
4786,Kath & Kimderella,MOVIE,['comedy'],2012,2.246,5.3
4787,Adam Devine: Best Time of Our Lives,MOVIE,['comedy'],2019,2.244,5.9
4788,Bride for Rent,MOVIE,"['comedy', 'romance']",2014,2.244,6.4
4789,The Royal Hibiscus Hotel,MOVIE,"['comedy', 'romance']",2018,2.243,5.5
4790,Irandam Ulagaporin Kadaisi Gundu,MOVIE,"['drama', 'thriller']",2019,2.243,7.2
4791,The Fix,SHOW,['comedy'],2018,2.243,7
4792,Ee Nagaraniki Emaindi,MOVIE,"['drama', 'comedy']",2018,2.241,7.9
4793,Hello Brother,MOVIE,"['romance', 'action', 'comedy', 'fantasy']",1999,2.239,4.6
4794,King of Peking,MOVIE,"['comedy', 'drama']",2017,2.237,6.4
4795,Miss India,MOVIE,['drama'],2020,2.237,
4796,Luv Shuv Tey Chicken Khurana,MOVIE,['comedy'],2012,2.236,6.6
4797,Single Slipper Size - 7,MOVIE,"['drama', 'thriller']",2019,2.234,8.4
4798,A Queen Is Born,SHOW,['reality'],2020,2.23,5.9
4799,1994,SHOW,"['documentation', 'history']",2019,2.227,7.5
4800,Tita Rahiba,MOVIE,"['comedy', 'drama']",2012,2.227,5.2
4801,The Heartbreak Club,MOVIE,"['comedy', 'drama', 'romance']",2021,2.227,6.2
4802,Isa Pa with Feelings,MOVIE,"['comedy', 'romance', 'drama']",2019,2.226,7.9
4803,Old Thieves: The Legend of Artegio,MOVIE,"['documentation', 'crime']",2007,2.224,8
4804,The Letter Reader,MOVIE,['drama'],2019,2.218,
4805,Hari Kondabolu: Warn Your Relatives,MOVIE,['comedy'],2018,2.215,6.5
4806,Milea,MOVIE,"['romance', 'drama']",2020,2.213,6.4
4807,Before the Flying Circus,MOVIE,"['comedy', 'documentation']",2000,2.211,7.3
4808,Greg Davies: You Magnificent Beast,MOVIE,['comedy'],2018,2.211,7.1
4809,Hantu Kak Limah,MOVIE,"['horror', 'comedy']",2018,2.209,5.6
4810,City of Joy,MOVIE,"['documentation', 'crime', 'drama', 'thriller', 'war']",2016,2.208,7.5
4811,Hope Frozen,MOVIE,['documentation'],2019,2.206,
4812,Adam: His Song Continues,MOVIE,"['crime', 'drama']",1986,2.203,7
4813,Fadily Camara: La plus drôle de tes copines,MOVIE,['comedy'],2019,2.199,5.7
4814,For Here or to Go?,MOVIE,"['drama', 'comedy']",2017,2.197,6.8
4815,Laerte-se,MOVIE,['documentation'],2017,2.196,7
4816,Jeff Garlin: Our Man in Chicago,MOVIE,['comedy'],2019,2.195,5.9
4817,Chosen,SHOW,['action'],2018,2.194,5.2
4818,Eeb Allay Ooo!,MOVIE,"['drama', 'comedy']",2020,2.193,7.2
4819,Inside West Coast Customs,SHOW,['reality'],2011,2.189,7.4
4820,Shadow Parties,MOVIE,"['action', 'thriller']",2021,2.186,6.2
4821,"Martin Matte: La vie, la mort... eh la la..!",MOVIE,['comedy'],2019,2.185,6.5
4822,An Elf's Story,MOVIE,"['fantasy', 'animation', 'family']",2011,2.184,5.2
4823,Remember You,SHOW,"['action', 'crime', 'drama', 'romance']",2021,2.183,7.4
4824,The Panti Sisters,MOVIE,"['comedy', 'romance']",2019,2.178,5.6
4825,Case,SHOW,"['crime', 'drama', 'thriller']",2015,2.178,7
4826,Dedemin Fişi,MOVIE,"['comedy', 'family']",2016,2.177,5.5
4827,The Egyptian Nightingale,MOVIE,['comedy'],2008,2.176,
4828,Kibaoh Klashers,SHOW,['scifi'],2017,2.173,6.3
4829,Rafinha Bastos: Ultimatum,MOVIE,['comedy'],2018,2.171,6.5
4830,Taj Mahal 1989,SHOW,"['drama', 'comedy', 'romance']",2020,2.171,7.4
4831,Sisters,SHOW,"['drama', 'comedy']",2017,2.17,7.5
4832,Furtive,MOVIE,['thriller'],2020,2.167,5.1
4833,Kisaan,MOVIE,"['thriller', 'action', 'crime', 'drama']",2009,2.167,5.5
4834,The Royal Bengal Tiger,MOVIE,['thriller'],2014,2.165,6.9
4835,Shimla Mirchi,MOVIE,"['romance', 'comedy']",2020,2.165,4.6
4836,D.L. Hughley: Contrarian,MOVIE,['comedy'],2018,2.164,6.6
4837,This Is the Life,MOVIE,"['documentation', 'music']",2008,2.163,6.3
4838,Mallesham,MOVIE,['drama'],2019,2.162,8.3
4839,Ponysitters Club,SHOW,['family'],2018,2.161,6
4840,Biking Borders - eine etwas andere Reise,MOVIE,['documentation'],2021,2.16,7.7
4841,Dollar,SHOW,"['drama', 'romance', 'action']",2019,2.16,6.6
4842,Magic Cellphone,SHOW,"['drama', 'comedy']",2016,2.159,4.1
4843,Chris D'Elia: No Pain,MOVIE,['comedy'],2020,2.156,5.9
4844,My Stupid Boss,MOVIE,"['comedy', 'drama']",2016,2.154,7.2
4845,Thomas & Friends: All Engines Go!,SHOW,"['animation', 'comedy', 'fantasy', 'drama', 'music', 'family']",2021,2.153,1.7
4846,Chef's Table: France,SHOW,['documentation'],2016,2.151,8.2
4847,A StoryBots Space Adventure,MOVIE,['animation'],2021,2.151,
4848,Ramprasad Ki Tehrvi,MOVIE,"['drama', 'comedy']",2019,2.147,7.5
4849,Ghadi,MOVIE,"['drama', 'comedy', 'family']",2013,2.143,7.3
4850,Rapture,SHOW,"['documentation', 'scifi', 'thriller', 'horror', 'music']",2018,2.141,5.4
4851,David A. Arnold Fat Ballerina,MOVIE,['comedy'],2020,2.141,7.4
4852,27 Steps of May,MOVIE,['drama'],2019,2.141,8.1
4853,Not a Game,MOVIE,"['documentation', 'drama']",2020,2.138,
4854,Malaal,MOVIE,"['romance', 'action', 'drama']",2019,2.136,5.9
4855,English Babu Desi Mem,MOVIE,"['romance', 'comedy', 'drama']",1996,2.135,4.5
4856,Hamid,MOVIE,['drama'],2019,2.131,7.7
4857,Dharam Sankat Mein,MOVIE,"['comedy', 'drama']",2015,2.129,6.3
4858,Vince & Kath & James,MOVIE,['romance'],2016,2.128,6.9
4859,Oloibiri,MOVIE,"['thriller', 'drama', 'action']",2015,2.128,5.1
4860,One,MOVIE,"['drama', 'thriller']",2021,2.124,6.5
4861,Gbomo Gbomo Express,MOVIE,"['drama', 'crime']",2015,2.123,5
4862,Night on Earth: Shot in the Dark,MOVIE,['documentation'],2020,2.123,7.8
4863,True: Terrific Tales,SHOW,"['animation', 'family']",2020,2.123,5.7
4864,Kaaval,MOVIE,"['thriller', 'action']",2021,2.122,5.4
4865,Mighty Little Bheem: Diwali,SHOW,"['comedy', 'animation']",2019,2.122,7.7
4866,Bombay Rose,MOVIE,"['romance', 'animation', 'drama']",2019,2.118,6.2
4867,Dig Deeper: The Disappearance of Birgit Meier,SHOW,"['crime', 'documentation']",2021,2.116,7.3
4868,Any Crybabies Around?,MOVIE,['drama'],2020,2.113,6
4869,El límite infinito,MOVIE,['documentation'],2020,2.112,
4870,Go! Go! Cory Carson: The Chrissy,MOVIE,['animation'],2020,2.112,
4871,Shaun the Sheep: Adventures from Mossy Bottom,SHOW,"['comedy', 'family', 'animation']",2020,2.109,8.1
4872,Life Plan A and B,SHOW,['drama'],2017,2.107,7.8
4873,The Netflix Afterparty: The Best Shows of The Worst Year,MOVIE,['documentation'],2020,2.102,
4874,How To Ruin Christmas,SHOW,"['drama', 'comedy']",2020,2.1,6.1
4875,Amit Tandon: Family Tandoncies,MOVIE,['comedy'],2020,2.099,7
4876,Poshter Girl,MOVIE,['comedy'],2016,2.098,6.6
4877,C/o Kancharapalem,MOVIE,['drama'],2018,2.096,9
4878,Bogda,MOVIE,['drama'],2018,2.095,7.2
4879,Kill Me If You Dare,MOVIE,"['comedy', 'romance']",2019,2.095,4.4
4880,Marjoun and the Flying Headscarf,MOVIE,['drama'],2019,2.093,6.8
4881,Million Pound Menu,SHOW,['reality'],2018,2.093,6.5
4882,Sitting in Limbo,MOVIE,['drama'],2020,2.092,
4883,Tea Time,MOVIE,['documentation'],2014,2.092,7.6
4884,African America,MOVIE,['drama'],2021,2.091,5.2
4885,Triumph in the Skies,MOVIE,"['comedy', 'drama']",2015,2.088,4.3
4886,Puriyaatha Puthir,MOVIE,['thriller'],2017,2.088,6.6
4887,Simon Amstell: Set Free,MOVIE,['comedy'],2019,2.087,6.5
4888,Guna 369,MOVIE,"['romance', 'drama']",2019,2.085,6.7
4889,Reframe THEATER EXPERIENCE with you,MOVIE,['music'],2020,2.084,
4890,Francesco De Carlo: Cose di Questo Mondo,MOVIE,['comedy'],2019,2.082,6.3
4891,Shor in the City,MOVIE,"['drama', 'crime']",2011,2.081,7.2
4892,Wyatt Cenac: Brooklyn,MOVIE,['comedy'],2014,2.08,6.3
4893,Weapon of Choice,MOVIE,"['documentation', 'european']",2018,2.08,4.8
4894,Shadow,SHOW,"['action', 'crime', 'drama', 'thriller']",2019,2.08,6.6
4895,Spookley and the Christmas Kittens,MOVIE,['animation'],2019,2.076,
4896,Agyaat,MOVIE,"['horror', 'thriller', 'drama']",2009,2.075,2.9
4897,Styling Hollywood,SHOW,['reality'],2019,2.073,6.6
4898,Alessandro Cattelan: One Simple Question,SHOW,"['comedy', 'reality']",2022,2.072,6.5
4899,Black Is Beltza,MOVIE,"['thriller', 'animation', 'drama']",2018,2.068,5.8
4900,Meeting Point,MOVIE,['drama'],2021,2.065,4.2
4901,The Figurine (Araromire),MOVIE,"['horror', 'thriller']",2009,2.064,4.4
4902,American Factory: A Conversation with the Obamas,MOVIE,['documentation'],2019,2.061,
4903,Ratones Paranoicos: The Band That Rocked Argentina,MOVIE,"['documentation', 'music']",2019,2.059,
