,Title,Type,Genres,Release_year,IMDB_Popularity,IMDB_Score
4904,Arashi's Diary: Voyage,SHOW,"['documentation', 'music']",2019,2.055,7.7
4905,High End Yaariyaan,MOVIE,"['romance', 'comedy', 'drama', 'family']",2019,2.055,5.8
4906,Amrapali,MOVIE,['fantasy'],1966,2.047,6.7
4907,Splatter,MOVIE,['horror'],2009,2.047,
4908,Doob,MOVIE,['drama'],2017,2.045,6.2
4909,Stars in the Sky: A Hunting Story,MOVIE,['documentation'],2018,2.044,7.3
4910,Brad Paisley's Comedy Rodeo,MOVIE,['comedy'],2017,2.044,5.7
4911,Mommy Issues,MOVIE,['comedy'],2021,2.043,5.4
4912,First Team: Juventus,SHOW,"['scifi', 'sport', 'documentation', 'reality']",2018,2.038,7.3
4913,Coffee for All,MOVIE,"['documentation', 'european']",2017,2.029,5.6
4914,Chhota Bheem & Krishna vs Zimbara,MOVIE,['animation'],2013,2.025,8.6
4915,Aruna & Her Palate,MOVIE,"['romance', 'drama']",2018,2.023,7.2
4916,Sanitation Day,MOVIE,['thriller'],2020,2.023,3.3
4917,72 Dangerous Places to Live,SHOW,['documentation'],2016,2.022,6.2
4918,C Kkompany,MOVIE,"['comedy', 'drama', 'thriller']",2008,2.021,5.5
4919,Inventing David Geffen,MOVIE,['documentation'],2012,2.015,
4920,Genius,MOVIE,[],2018,2.014,
4921,A World Not Ours,MOVIE,"['documentation', 'history']",2012,2.013,7.8
4922,Mission Istaanbul,MOVIE,"['action', 'drama', 'thriller']",2008,2.012,3.4
4923,What the F* Is Going On?,MOVIE,['documentation'],2019,2.011,7.5
4924,Mo Amer: The Vagabond,MOVIE,"['comedy', 'documentation']",2018,2.008,7.3
4925,Donkeyhead,MOVIE,['drama'],2022,2.003,6.7
4926,Buddi,SHOW,"['fantasy', 'animation', 'comedy', 'family']",2020,2.003,7.1
4927,Sarvam Thaala Mayam,MOVIE,"['drama', 'music']",2019,2.003,7.6
4928,Sohni Mahiwal,MOVIE,"['romance', 'action', 'drama']",1984,2.002,6.1
4929,Whitney Cummings: Money Shot,MOVIE,"['comedy', 'documentation']",2010,2.0,6.2
4930,Dear Affy,MOVIE,"['romance', 'comedy']",2020,1.999,
4931,Night of Knots,MOVIE,['comedy'],2018,1.997,5.4
4932,Scarecrow,MOVIE,['comedy'],2019,1.996,
4933,Ainori Love Wagon: Asian Journey,SHOW,['reality'],2017,1.992,6.8
4934,Borges,SHOW,['comedy'],2018,1.992,6.2
4935,Michael Lost and Found,MOVIE,['documentation'],2017,1.991,
4936,All About the Washingtons,SHOW,"['comedy', 'music']",2018,1.987,4.8
4937,Unexpectedly Yours,MOVIE,"['romance', 'comedy']",2017,1.987,6.8
4938,Lingua Franca,MOVIE,['drama'],2020,1.985,6.5
4939,Stretch Armstrong: The Breakout,MOVIE,['animation'],2018,1.982,
4940,The Russian Revolution,MOVIE,"['documentation', 'history']",2017,1.981,6.5
4941,The Arbitration,MOVIE,"['drama', 'comedy']",2016,1.974,5.1
4942,Catching Feelings,MOVIE,"['romance', 'comedy', 'drama']",2017,1.972,5.8
4943,Dark City Beneath the Beat,MOVIE,"['music', 'documentation']",2020,1.97,6.7
4944,Maha Samudram,MOVIE,['drama'],2021,1.969,
4945,Chasing Cameron,SHOW,['reality'],2016,1.968,3.8
4946,Fary: Hexagone,SHOW,['comedy'],2020,1.968,6.2
4947,W. Kamau Bell: Private School Negro,MOVIE,['comedy'],2018,1.961,6.4
4948,The Comedy Lineup,SHOW,"['comedy', 'action']",2018,1.96,5.9
4949,Velvet Colección: Grand Finale,MOVIE,"['comedy', 'romance']",2020,1.96,7.2
4950,The Hateful Eight: Extended Version,SHOW,"['western', 'crime', 'thriller', 'drama']",2019,1.96,
4951,Elf Pets: A Fox Cub's Christmas Tale,MOVIE,"['animation', 'fantasy']",2019,1.96,4.7
4952,"Love, Now",SHOW,"['drama', 'comedy']",2012,1.96,7.6
4953,The Big Shot Game Show,SHOW,['reality'],2022,1.96,6.2
4954,#FriendButMarried,MOVIE,"['romance', 'comedy', 'drama']",2018,1.96,6.9
4955,Dance & Sing With True,SHOW,"['animation', 'family']",2018,1.96,
4956,Chronicle of a Disappearance,MOVIE,['drama'],1996,1.958,6.9
4957,The Super Parental Guardians,MOVIE,['comedy'],2016,1.957,4.5
4958,Million Dollar Beach House,SHOW,['reality'],2020,1.957,4.2
4959,Sethum Aayiram Pon,MOVIE,"['family', 'drama']",2019,1.952,7.2
4960,Madness in the Desert,MOVIE,['documentation'],2004,1.951,8.4
4961,Horrid Henry's Gross Day Out,MOVIE,"['animation', 'comedy', 'action']",2020,1.948,6.1
4962,Gang of the Caribbean,MOVIE,"['thriller', 'european']",2016,1.943,5.1
4963,A Tale of Two Kitchens,MOVIE,['documentation'],2019,1.941,6.5
4964,Blown Away: Christmas,SHOW,['reality'],2021,1.941,6.7
4965,SanPa: Sins of the Savior,SHOW,"['documentation', 'history', 'crime']",2020,1.932,7.8
4966,What the Fish,MOVIE,"['drama', 'comedy']",2013,1.931,5.2
4967,Illegal Woman,MOVIE,"['drama', 'crime', 'european']",2020,1.93,6.2
4968,The Body Remembers When the World Broke Open,MOVIE,"['drama', 'european']",2019,1.929,7
4969,Door Ke Darshan,MOVIE,"['drama', 'comedy']",2020,1.923,
4970,Monty Python Conquers America,MOVIE,['documentation'],2008,1.922,
4971,Johnny Hallyday: Beyond Rock,SHOW,"['documentation', 'music']",2022,1.92,7
4972,Три кота,SHOW,"['scifi', 'comedy', 'family', 'animation']",2015,1.92,6.8
4973,Red Snow,MOVIE,['drama'],2019,1.917,4.6
4974,Rory Scovel Tries Stand-Up for the First Time,MOVIE,"['comedy', 'documentation']",2017,1.917,6.7
4975,Koi Aap Sa,MOVIE,"['romance', 'comedy', 'drama']",2005,1.917,5.5
4976,The Ultimatum,SHOW,['drama'],2009,1.915,5.4
4977,Sir! No Sir!,MOVIE,"['war', 'documentation']",2005,1.911,7.6
4978,15 August,MOVIE,"['romance', 'comedy', 'drama']",2019,1.911,5.8
4979,Sen Benim HerŞeyimsin,MOVIE,['comedy'],2016,1.91,6.2
4980,Kuselan,MOVIE,"['drama', 'family', 'comedy']",2008,1.91,4.8
4981,The Blue Umbrella,MOVIE,"['drama', 'family', 'fantasy', 'comedy']",2005,1.909,7.3
4982,At Dolphin Bay,SHOW,"['drama', 'comedy', 'romance']",2003,1.908,6.9
4983,Mere Pyare Prime Minister,MOVIE,['drama'],2019,1.908,6.8
4984,After the Raid,MOVIE,['documentation'],2019,1.905,
4985,Motu Patlu: King Of Kings,MOVIE,"['animation', 'comedy']",2016,1.903,6.8
4986,Born in Gaza,MOVIE,"['documentation', 'european']",2014,1.902,7.4
4987,Daiki Tsuneta: Tokyo Chaotic,MOVIE,"['documentation', 'music']",2021,1.901,7.1
4988,Professor,MOVIE,"['romance', 'comedy', 'drama']",1962,1.9,6.8
4989,Maria Bamford: The Special Special Special!,MOVIE,['comedy'],2012,1.896,7
4990,Jackie: A Tale of Two Sisters,MOVIE,['documentation'],2017,1.896,
4991,To and from New York,MOVIE,[],2006,1.889,
4992,You're My Boss,MOVIE,"['comedy', 'romance']",2015,1.888,6.3
4993,The Upshaws - The Afterparty,MOVIE,[],2021,1.887,
4994,Here and There,MOVIE,"['drama', 'romance']",2021,1.879,6.6
4995,Doctor Bello,MOVIE,"['drama', 'action']",2013,1.879,4.8
4996,Blippi The Musical,MOVIE,"['action', 'music']",2022,1.878,
4997,Natalia Valdebenito: El especial,MOVIE,['comedy'],2018,1.874,5.1
4998,Luccas Neto in: Children's Day,MOVIE,"['comedy', 'family']",2019,1.874,2.5
4999,True: Tricky Treat Day,MOVIE,"['animation', 'family']",2019,1.873,
5000,Standup and Away! with Brian Regan,SHOW,['comedy'],2018,1.872,5.7
5001,Mauricio Meirelles: Generating Chaos,MOVIE,['comedy'],2020,1.871,
5002,Aagey Se Right,MOVIE,"['comedy', 'crime', 'drama']",2009,1.87,5.2
5003,True: Magical Friends,SHOW,['animation'],2018,1.87,
5004,D.O.D.: Day of Destiny,MOVIE,"['scifi', 'drama']",2021,1.869,5
5005,Born Beautiful,MOVIE,['comedy'],2019,1.867,5.5
5006,She's The One,MOVIE,"['romance', 'comedy', 'drama']",2013,1.867,6.3
5007,The Blazing Sun,MOVIE,"['romance', 'crime', 'drama']",1954,1.866,7.4
5008,The Amazing Praybeyt Benjamin,MOVIE,"['drama', 'action', 'comedy', 'fantasy', 'romance']",2014,1.866,4
5009,When Love Happens,MOVIE,['romance'],2014,1.865,4.8
5010,The Delivery Boy,MOVIE,"['thriller', 'drama']",2018,1.865,6.2
5011,Right Here Right Now,MOVIE,"['drama', 'music', 'comedy', 'european']",2018,1.86,5.4
5012,Sing On! Spain,SHOW,"['music', 'reality']",2020,1.86,6
5013,Follow This,SHOW,['documentation'],2018,1.855,4.9
5014,"Yours Sincerely, Kanan Gill",MOVIE,['comedy'],2020,1.854,7.2
5015,Mehandi Circus,MOVIE,['drama'],2019,1.852,7.4
5016,Lilli,MOVIE,['thriller'],2018,1.852,5.7
5017,Cedric the Entertainer: Live from the Ville,MOVIE,['comedy'],2016,1.851,6
5018,My Stupid Boss 2,MOVIE,"['comedy', 'drama']",2019,1.849,6.6
5019,Manu,MOVIE,"['thriller', 'romance']",2018,1.847,8
5020,The Break with Michelle Wolf,SHOW,['comedy'],2018,1.846,5.1
5021,Boomika,MOVIE,"['thriller', 'horror']",2021,1.844,
5022,Saavat,MOVIE,"['thriller', 'crime', 'drama']",2019,1.844,6.6
5023,Stunt School,MOVIE,['comedy'],2019,1.844,4.4
5024,Have You Ever Seen Fireflies? - Theatre Play,MOVIE,"['drama', 'comedy']",1999,1.844,
5025,Ricardo Quevedo: los amargados somos más,MOVIE,['comedy'],2019,1.843,7.3
5026,Sing On! Germany,SHOW,"['reality', 'music']",2020,1.842,5.4
5027,The Girl and the Gun,MOVIE,"['thriller', 'crime']",2019,1.841,
5028,Chaman Bahar,MOVIE,"['drama', 'comedy']",2020,1.839,7
5029,Sommore: The Reign Continues,MOVIE,['comedy'],2015,1.839,6.9
5030,Kevin Hart: Don't F**k This Up,SHOW,['documentation'],2019,1.838,6.4
5031,Made in China,MOVIE,"['drama', 'comedy', 'crime', 'romance', 'thriller', 'european']",2019,1.837,6.3
5032,Izla,MOVIE,"['comedy', 'horror']",2021,1.837,3.7
5033,Korean Cold Noodle Rhapsody,SHOW,['documentation'],2021,1.834,7.3
5034,Examination of Conscience,SHOW,"['documentation', 'history', 'crime']",2019,1.833,7.8
5035,Luciano Mellera: Infantiloide,MOVIE,['comedy'],2018,1.83,7.5
5036,Getting Curious with Jonathan Van Ness,SHOW,"['comedy', 'reality']",2022,1.827,7
5037,Raya and Sakina,MOVIE,"['drama', 'thriller', 'crime', 'history']",1953,1.826,6.8
5038,Muqaddar Ka Faisla,MOVIE,"['comedy', 'drama', 'family', 'action']",1987,1.825,4.8
5039,Torbaaz,MOVIE,"['drama', 'thriller', 'action', 'sport']",2020,1.825,7
5040,The Day I Lost My Shadow,MOVIE,['drama'],2019,1.822,6.1
5041,Sinbad: Nothin' but the Funk,MOVIE,"['comedy', 'documentation']",1998,1.822,6.2
5042,Carlos Almaraz: Playing with Fire,MOVIE,['documentation'],2019,1.818,7.5
5043,Paul Hollywood's Big Continental Road Trip,SHOW,"['documentation', 'european']",2017,1.817,7.4
5044,Chippa,MOVIE,['drama'],2019,1.817,6.4
5045,Jani Dueñas: Grandes fracasos de ayer y hoy,MOVIE,['comedy'],2018,1.815,4.8
5046,Silence Is Welcome,MOVIE,['drama'],2017,1.815,4.6
5047,Myriam Fares: The Journey,MOVIE,"['documentation', 'music']",2021,1.814,2.3
5048,Pandigai,MOVIE,"['thriller', 'action', 'romance']",2017,1.814,6.3
5049,Do Dooni Chaar,MOVIE,"['drama', 'comedy', 'crime']",2010,1.813,7.5
5050,One More Try,MOVIE,['drama'],2012,1.813,5.9
5051,Jailbirds New Orleans,SHOW,"['documentation', 'reality']",2021,1.81,6.6
5052,"Blue, Painful, and Brittle",MOVIE,['action'],2020,1.809,
5053,A House of Blocks,SHOW,"['horror', 'drama']",2017,1.808,2.3
5054,All Good,MOVIE,"['drama', 'comedy', 'european']",2018,1.804,6.5
5055,Happy Jail,SHOW,['documentation'],2019,1.802,6.9
5056,Power Rangers Beast Morphers,SHOW,"['animation', 'scifi', 'action', 'comedy', 'drama', 'fantasy', 'thriller']",2019,1.802,6.5
5057,Hawaizaada,MOVIE,"['fantasy', 'drama']",2015,1.792,5.6
5058,Sam Kinison: Breaking the Rules,MOVIE,"['comedy', 'documentation']",1987,1.791,7.2
5059,Prince,MOVIE,['romance'],1969,1.788,6.9
5060,Leslie Jones: Time Machine,MOVIE,['comedy'],2020,1.786,
5061,"Nevenka, Breaking The Silence",SHOW,"['documentation', 'crime']",2021,1.785,6.9
5062,The Reservoir Game,MOVIE,['documentation'],2017,1.785,6
5063,The Massively Mixed-Up Middle School Mystery,MOVIE,['comedy'],2015,1.784,7.3
5064,The Milk System,MOVIE,"['documentation', 'european']",2018,1.784,7
5065,Dhoondte Reh Jaaoge,MOVIE,"['comedy', 'drama']",2009,1.782,5.6
5066,My Birthday Song,MOVIE,['thriller'],2018,1.781,5.6
5067,Rubaru Roshni,MOVIE,['documentation'],2019,1.778,8.7
5068,Phone Swap,MOVIE,"['comedy', 'romance']",2012,1.777,6.4
5069,Toll Booth,MOVIE,['drama'],2011,1.776,6.4
5070,Fate of Alakada,MOVIE,['comedy'],2020,1.776,7
5071,Barakah Meets Barakah,MOVIE,"['romance', 'comedy']",2016,1.775,6.3
5072,Smaller and Smaller Circles,MOVIE,"['thriller', 'crime']",2017,1.775,6.6
5073,Falafel,MOVIE,"['drama', 'european']",2006,1.772,6.7
5074,Tum Milo Toh Sahi,MOVIE,"['drama', 'comedy']",2010,1.772,5.6
5075,Luccas Neto em: Uma Babá Muito Esquisita,MOVIE,"['comedy', 'family']",2019,1.771,3
5076,Ex-Shaman,MOVIE,['documentation'],2018,1.77,7.1
5077,Rajma Chawal,MOVIE,"['comedy', 'drama', 'family']",2018,1.769,5.7
5078,Elevator Baby,MOVIE,"['comedy', 'drama']",2019,1.767,6.9
5079,Harishchandrachi Factory,MOVIE,"['comedy', 'drama']",2009,1.762,8.4
5080,Jezebel,MOVIE,['drama'],2020,1.762,6.9
5081,GAME ON: A Comedy Crossover Event,SHOW,"['comedy', 'family']",2020,1.761,5.4
5082,Adel Karam: Live from Beirut,MOVIE,['comedy'],2018,1.76,5.5
5083,Brij Mohan Amar Rahe!,MOVIE,"['comedy', 'drama', 'crime']",2018,1.758,7
5084,I Missed You,MOVIE,"['drama', 'romance']",2021,1.758,5.7
5085,Qismat,MOVIE,"['romance', 'drama']",2018,1.758,8.1
5086,Three Words to Forever,MOVIE,"['drama', 'romance', 'comedy', 'family']",2018,1.755,6.8
5087,Bonboné,MOVIE,"['comedy', 'drama']",2018,1.753,
5088,Dearest Boy,MOVIE,"['comedy', 'drama']",2021,1.75,6.1
5089,Uncovered,MOVIE,"['drama', 'thriller', 'action']",2019,1.749,4.8
5090,Jeff Dunham: Relative Disaster,MOVIE,['comedy'],2017,1.748,6.4
5091,The Heirs,MOVIE,['drama'],2015,1.748,5.7
5092,Your Excellency,MOVIE,['comedy'],2019,1.743,6.6
5093,Sakaling Maging Tayo,MOVIE,"['comedy', 'romance']",2019,1.741,7.1
5094,Making Unorthodox,MOVIE,['documentation'],2020,1.738,
5095,Alexandria… Why?,MOVIE,['drama'],1979,1.736,7.2
5096,Lovefucked,MOVIE,['drama'],2018,1.735,
5097,Kathleen Madigan: Bothering Jesus,MOVIE,['comedy'],2016,1.734,
5098,Best Leftovers Ever!,SHOW,['reality'],2020,1.733,5.6
5099,The Lost Okoroshi,MOVIE,"['action', 'drama']",2020,1.731,5.8
5100,'76,MOVIE,"['romance', 'drama']",2016,1.73,5.6
5101,Santa Banta Pvt Ltd,MOVIE,"['comedy', 'crime', 'drama']",2016,1.729,2.7
5102,Minsara Kanavu,MOVIE,"['comedy', 'drama', 'romance']",1997,1.729,6.7
5103,Night Drive,MOVIE,['thriller'],2022,1.723,
5104,We Are Family,MOVIE,"['drama', 'comedy', 'family']",2010,1.721,5.6
5105,Blitz Patrollie,MOVIE,"['comedy', 'action', 'crime']",2012,1.72,5.4
5106,True: Friendship Day,MOVIE,"['animation', 'family']",2020,1.719,6.8
5107,Sigaram Thodu,MOVIE,"['action', 'thriller']",2014,1.719,6.1
5108,The Ryan White Story,MOVIE,['drama'],1989,1.714,7.2
5109,Saverio Raimondo: Il Satiro Parlante,MOVIE,['comedy'],2019,1.714,5.6
5110,Heaven Without People,MOVIE,['drama'],2017,1.713,7.6
5111,Watchman,MOVIE,['thriller'],2019,1.711,
5112,Moving Art,SHOW,"['documentation', 'family']",2014,1.71,8.6
5113,Rhys Nicholson: Live at the Athenaeum,MOVIE,['comedy'],2020,1.71,7.6
5114,Your Life is a Joke,SHOW,"['comedy', 'documentation']",2021,1.709,5.5
5115,K. D.,MOVIE,['drama'],2019,1.708,8.5
5116,The Beginning of Life,MOVIE,"['documentation', 'family']",2016,1.706,7.6
5117,"Hoshino Gen Dome Tour ""POP VIRUS"" at Tokyo Dome",MOVIE,"['documentation', 'music']",2019,1.701,
5118,Seven Souls in the Skull Castle,MOVIE,"['drama', 'action', 'romance']",2013,1.699,7.3
5119,Brother's Shadow,MOVIE,['drama'],2006,1.698,6.1
5120,Fantastica,MOVIE,"['fantasy', 'comedy']",2018,1.688,3.6
5121,Living Undocumented,SHOW,['documentation'],2019,1.686,6.7
5122,A Boy Named Flora A,SHOW,"['drama', 'comedy']",2017,1.684,7.9
5123,You Are My Sunday,MOVIE,"['drama', 'comedy']",2016,1.682,7.8
5124,The Love Affair,MOVIE,"['romance', 'drama']",2015,1.68,6.2
5125,Semesta,MOVIE,['documentation'],2018,1.678,7.3
5126,Uriyadi 2,MOVIE,"['thriller', 'action']",2019,1.678,7.1
5127,Felipe Esparza: Bad Decisions,SHOW,['comedy'],2020,1.678,5.4
5128,Emicida AmarElo Live in Sao Paulo,MOVIE,"['documentation', 'music']",2021,1.676,7.5
5129,A Man for The Weekend,MOVIE,"['romance', 'comedy']",2017,1.674,4
5130,Camarón Revolution,SHOW,['reality'],2018,1.673,
5131,Loyiso Gola: Unlearning,MOVIE,['comedy'],2021,1.672,5.9
5132,One in a Billion,MOVIE,['documentation'],2016,1.67,6.7
5133,Luccas Neto in: Summer Camp,MOVIE,['comedy'],2019,1.666,2.8
5134,Losers,SHOW,"['documentation', 'sport', 'comedy', 'european']",2019,1.664,7.6
5135,Aelay,MOVIE,['comedy'],2021,1.663,
5136,We Speak Dance,SHOW,['documentation'],2018,1.663,7.5
5137,Hot Date,SHOW,['comedy'],2017,1.662,7.1
5138,Ask the Doctor,SHOW,['documentation'],2017,1.659,6.5
5139,Tuesdays And Fridays,MOVIE,"['romance', 'comedy']",2021,1.658,4.5
5140,Giraffada,MOVIE,"['drama', 'european']",2014,1.655,6.3
5141,Droppin' Cash: Los Angeles,SHOW,['reality'],2018,1.651,3.4
5142,3000 Nights,MOVIE,['drama'],2015,1.65,7.1
5143,Poster Boys,MOVIE,['comedy'],2017,1.645,5.5
5144,A Chaster Marriage,MOVIE,"['romance', 'family', 'comedy']",2016,1.645,5.4
5145,Resurface,MOVIE,"['documentation', 'sport', 'war']",2017,1.642,7.1
5146,No Other Woman,MOVIE,"['drama', 'thriller', 'romance']",2011,1.641,5.9
5147,Lola Igna,MOVIE,"['drama', 'comedy']",2019,1.64,7.2
5148,The Chase,SHOW,['reality'],2013,1.639,7.5
5149,Sei,MOVIE,"['thriller', 'action', 'crime']",2018,1.638,4.2
5150,Gollu Aur Pappu,MOVIE,['comedy'],2014,1.636,3.8
5151,Thaandavam,MOVIE,"['action', 'thriller']",2012,1.635,6.1
5152,Guddiyan Patole,MOVIE,"['comedy', 'drama']",2019,1.634,7
5153,Fabrizio Copano: solo pienso en mí,MOVIE,['comedy'],2017,1.633,5
5154,Kartini: Princess of Java,MOVIE,"['drama', 'family', 'history', 'european']",2017,1.633,7.6
5155,Bombairiya,MOVIE,"['crime', 'drama', 'comedy']",2019,1.632,4.5
5156,Penalty,MOVIE,"['sport', 'drama']",2019,1.632,5.3
5157,The George McKenna Story,MOVIE,['drama'],1988,1.631,6
5158,Neevevaro,MOVIE,"['thriller', 'action', 'drama', 'romance']",2018,1.63,6.9
5159,Blind Intersections,MOVIE,['drama'],2013,1.627,6.7
5160,El Diesel,MOVIE,"['thriller', 'action', 'crime']",2018,1.623,4.5
5161,Hajwala: The Missing Engine,MOVIE,"['drama', 'thriller', 'action', 'crime', 'sport']",2016,1.618,2.1
5162,What the Love! with Karan Johar,SHOW,['reality'],2020,1.617,
5163,High on the Hog: How African American Cuisine Transformed America,SHOW,['documentation'],2021,1.614,
5164,That's What Happened,SHOW,[],2019,1.613,
5165,Kantaro: The Sweet Tooth Salaryman,SHOW,"['comedy', 'drama']",2017,1.613,7.6
5166,Merry Men 2: Another Mission,MOVIE,"['comedy', 'action']",2019,1.612,6.4
5167,Singapore,MOVIE,"['drama', 'thriller', 'crime']",1960,1.611,6.4
5168,Making The Billion Dollar Code,MOVIE,['documentation'],2021,1.61,
5169,The Fastest,SHOW,['reality'],2021,1.61,5.7
5170,"Love, Surreal and Odd",MOVIE,"['comedy', 'romance']",2017,1.609,5.6
5171,Asmaa,MOVIE,['drama'],2011,1.607,8.1
5172,Disconnect,MOVIE,"['romance', 'comedy', 'scifi']",2018,1.606,5.3
5173,Nightmare in Columbia County,MOVIE,"['drama', 'crime', 'thriller']",1991,1.603,5.5
5174,The Grown-Ups,MOVIE,['documentation'],2017,1.599,7.6
5175,La Vocera,MOVIE,['documentation'],2020,1.598,7.2
5176,The Prom,MOVIE,"['comedy', 'drama', 'music']",2020,1.596,5.9
5177,For the Broken Hearted,MOVIE,['drama'],2018,1.595,6.7
5178,Revelations: The Masters of the Universe: Revelation Aftershow,SHOW,['action'],2021,1.586,
5179,Deewana Main Deewana,MOVIE,"['thriller', 'comedy', 'drama', 'romance']",2013,1.586,2.6
5180,Nadiya's Time to Eat,SHOW,['reality'],2019,1.585,
5181,Diagnosis,SHOW,"['documentation', 'reality']",2019,1.585,
5182,Budhia Singh: Born to Run,MOVIE,"['drama', 'sport']",2016,1.584,7.6
5183,Te quiero,MOVIE,"['drama', 'comedy', 'european']",2001,1.583,4.8
5184,Thomas & Friends: Digs & Discoveries,MOVIE,['animation'],2019,1.581,
5185,Samouni Road,MOVIE,"['documentation', 'animation', 'european']",2018,1.581,6.7
5186,Na Bangaaru Talli,MOVIE,"['drama', 'family', 'thriller', 'crime']",2014,1.579,7.2
5187,First Love,MOVIE,"['drama', 'romance']",2018,1.572,6
5188,Ishq Vishk,MOVIE,"['drama', 'comedy', 'romance']",2003,1.569,6.1
5189,BoJack Horseman Christmas Special,MOVIE,[],2014,1.566,
5190,Baxu and the Giants,MOVIE,"['drama', 'fantasy']",2019,1.565,
5191,The Characters of the Continent,MOVIE,['documentation'],2021,1.563,6.6
5192,Mama's Boy,MOVIE,['comedy'],2018,1.558,6.1
5193,Ahaan,MOVIE,"['drama', 'comedy']",2019,1.557,7
5194,Astronomy Club: The Sketch Show,SHOW,['comedy'],2019,1.557,6.9
5195,The Last Egg,MOVIE,"['romance', 'drama', 'comedy']",2016,1.552,4.8
5196,Lift Like a Girl,MOVIE,['documentation'],2020,1.551,7.8
5197,In Paradox,MOVIE,"['thriller', 'fantasy']",2019,1.548,5
5198,Tom Papa: Live in New York City,MOVIE,['comedy'],2011,1.546,7.2
5199,Interview with a Serial Killer,MOVIE,"['documentation', 'crime']",2008,1.543,5.9
5200,Talentime,MOVIE,['drama'],2009,1.542,7.4
5201,Colin Quinn: Unconstitutional,MOVIE,['comedy'],2015,1.542,7
5202,Bumping Mics with Jeff Ross & Dave Attell,SHOW,['comedy'],2018,1.542,7.7
5203,Soulmate,MOVIE,['romance'],2020,1.54,
5204,"Can't Cope, Won't Cope",SHOW,"['drama', 'comedy', 'european']",2016,1.537,7.3
5205,Post Mortem: No One Dies in Skarnes,SHOW,"['thriller', 'comedy', 'drama']",2021,1.536,7.1
5206,Hadithi za Kumekucha: Fatuma,MOVIE,['drama'],2018,1.536,7.6
5207,What Did I Mess,MOVIE,"['romance', 'comedy']",2018,1.534,7.1
5208,Liss Pereira: Reteniendo Liquidos,MOVIE,['comedy'],2019,1.534,6.4
5209,We Are Legends,MOVIE,['action'],2019,1.532,5.1
5210,The Married Couples,MOVIE,['drama'],1981,1.532,
5211,Pulang,MOVIE,"['drama', 'romance', 'action']",2018,1.532,6.7
5212,RIDE ON TIME,SHOW,[],2018,1.524,
5213,Mokalik (Mechanic),MOVIE,"['comedy', 'drama']",2019,1.523,6.2
5214,Escaping the NXIVM Cult: A Mother's Fight to Save Her Daughter,MOVIE,"['crime', 'drama']",2019,1.514,5.3
5215,Love,MOVIE,"['thriller', 'drama']",2020,1.512,7
5216,100% Halal,MOVIE,['drama'],2020,1.511,
5217,A Faraway Land,MOVIE,['drama'],2021,1.509,4.9
5218,A Stoning in Fulham County,MOVIE,"['crime', 'drama', 'thriller']",1988,1.509,5.8
5219,Belmonte,MOVIE,"['drama', 'comedy', 'european']",2019,1.507,6.1
5220,The Perfect Picture: Ten Years Later,MOVIE,"['comedy', 'romance']",2019,1.505,6.2
5221,Alex Fernández: The Best Comedian in the World,MOVIE,['comedy'],2020,1.505,6.2
5222,Gina Yashere: Skinny B*tch,MOVIE,"['comedy', 'documentation']",2008,1.503,6.5
5223,Word Party Songs,SHOW,"['animation', 'family']",2020,1.497,3.6
